Accuracy,Weight,Ncore,WS,ModelFpga,Blife,Bmodel,Cost,ModelCloud,BW
73.0588285714286, 150, 4, 0.25, 0, 7.71914976322197, 2, 1919, 1, 500
73.0588285714286, 150, 4, 0.5, 0, 5.38321609350903, 2, 1919, 1, 500
73.0588285714286, 150, 4, 0.75, 0, 4.13262122693834, 2, 1919, 1, 500
73.0588285714286, 150, 4, 1.0, 0, 3.35354643524002, 2, 1919, 1, 500
72.8274, 150, 4, 0.25, 0, 7.73198723117537, 2, 1919, 1, 500
72.8274, 150, 4, 0.5, 0, 5.39571118042744, 2, 1919, 1, 500
72.8274, 150, 4, 0.75, 0, 4.14367093727863, 2, 1919, 1, 500
72.8274, 150, 4, 1.0, 0, 3.3632502450368, 2, 1919, 1, 500
70.7445428571429, 150, 4, 0.25, 0, 7.73939788866462, 2, 1919, 1, 500
70.7445428571429, 150, 4, 0.5, 0, 5.40293166931614, 2, 1919, 1, 500
70.7445428571429, 150, 4, 0.75, 0, 4.15005973739262, 2, 1919, 1, 500
70.7445428571429, 150, 4, 1.0, 0, 3.36886280426546, 2, 1919, 1, 500
69.6302571428571, 150, 4, 0.25, 0, 8.21821714584253, 2, 1919, 1, 500
69.6302571428571, 150, 4, 0.5, 0, 5.88136859447193, 2, 1919, 1, 500
69.6302571428571, 150, 4, 0.75, 0, 4.57925754425866, 2, 1919, 1, 500
69.6302571428571, 150, 4, 1.0, 0, 3.7491999475112, 2, 1919, 1, 500
69.6302571428571, 150, 4, 1.25, 0, 3.17388647121446, 2, 1919, 1, 500
69.4331142857143, 150, 4, 0.25, 0, 8.22791319551579, 2, 1919, 1, 500
69.4331142857143, 150, 4, 0.5, 0, 5.89130541509156, 2, 1919, 1, 500
69.4331142857143, 150, 4, 0.75, 0, 4.58829602156499, 2, 1919, 1, 500
69.4331142857143, 150, 4, 1.0, 0, 3.75727972947586, 2, 1919, 1, 500
69.4331142857143, 150, 4, 1.25, 0, 3.18112532308304, 2, 1919, 1, 500
67.6588285714286, 150, 4, 0.25, 0, 8.23542128224039, 2, 1919, 1, 500
67.6588285714286, 150, 4, 0.5, 0, 5.89900689516657, 2, 1919, 1, 500
67.6588285714286, 150, 4, 0.75, 0, 4.59530477469946, 2, 1919, 1, 500
67.6588285714286, 150, 4, 1.0, 0, 3.76354708936677, 2, 1919, 1, 500
67.6588285714286, 150, 4, 1.25, 0, 3.18674163729284, 2, 1919, 1, 500
83.8312285714286, 150, 4, 0.25, 0, 7.69656124057572, 2, 1919, 1, 500
83.8312285714286, 150, 4, 0.5, 0, 5.36126980398815, 2, 1919, 1, 500
83.8312285714286, 150, 4, 0.75, 0, 4.11323239101954, 2, 1919, 1, 500
83.8312285714286, 150, 4, 1.0, 0, 3.33652951676725, 2, 1919, 1, 500
83.5998, 150, 4, 0.25, 0, 7.70932362386853, 2, 1919, 1, 500
83.5998, 150, 4, 0.5, 0, 5.37366310139047, 2, 1919, 1, 500
83.5998, 150, 4, 0.75, 0, 4.12417852439593, 2, 1919, 1, 500
83.5998, 150, 4, 1.0, 0, 3.34613495519964, 2, 1919, 1, 500
81.5169428571428, 150, 4, 0.25, 0, 7.71669088084648, 2, 1919, 1, 500
81.5169428571428, 150, 4, 0.5, 0, 5.3808246626255, 2, 1919, 1, 500
81.5169428571428, 150, 4, 0.75, 0, 4.13050731235019, 2, 1919, 1, 500
81.5169428571428, 150, 4, 1.0, 0, 3.35169048893982, 2, 1919, 1, 500
80.4026571428571, 150, 4, 0.25, 0, 8.19261820716742, 2, 1919, 1, 500
80.4026571428571, 150, 4, 0.5, 0, 5.85518251614619, 2, 1919, 1, 500
80.4026571428571, 150, 4, 0.75, 0, 4.55546337671825, 2, 1919, 1, 500
80.4026571428571, 150, 4, 1.0, 0, 3.72794355538415, 2, 1919, 1, 500
80.4026571428571, 150, 4, 1.25, 0, 3.15485107647556, 2, 1919, 1, 500
80.2055142857143, 150, 4, 0.25, 0, 8.20225391102263, 2, 1919, 1, 500
80.2055142857143, 150, 4, 0.5, 0, 5.86503097469483, 2, 1919, 1, 500
80.2055142857143, 150, 4, 0.75, 0, 4.56440807710046, 2, 1919, 1, 500
80.2055142857143, 150, 4, 1.0, 0, 3.73593188150869, 2, 1919, 1, 500
80.2055142857143, 150, 4, 1.25, 0, 3.16200326081586, 2, 1919, 1, 500
78.4312285714286, 150, 4, 0.25, 0, 8.20971522061655, 2, 1919, 1, 500
78.4312285714286, 150, 4, 0.5, 0, 5.87266386829573, 2, 1919, 1, 500
78.4312285714286, 150, 4, 0.75, 0, 4.57134398601604, 2, 1919, 1, 500
78.4312285714286, 150, 4, 1.0, 0, 3.74212816610772, 2, 1919, 1, 500
78.4312285714286, 150, 4, 1.25, 0, 3.16755219862061, 2, 1919, 1, 500
74.4026571428572, 150, 4, 0.25, 0, 8.631882577624, 2, 1919, 1, 500
74.4026571428572, 150, 4, 0.5, 0, 6.31449334084056, 2, 1919, 1, 500
74.4026571428572, 150, 4, 0.75, 0, 4.97804474847392, 2, 1919, 1, 500
74.4026571428572, 150, 4, 1.0, 0, 4.10849156732106, 2, 1919, 1, 500
74.4026571428572, 150, 4, 1.25, 0, 3.49754807306961, 2, 1919, 1, 500
74.2655142857143, 150, 4, 0.25, 0, 8.64014638876596, 2, 1919, 1, 500
74.2655142857143, 150, 4, 0.5, 0, 6.3233418259327, 2, 1919, 1, 500
74.2655142857143, 150, 4, 0.75, 0, 4.98629584850802, 2, 1919, 1, 500
74.2655142857143, 150, 4, 1.0, 0, 4.11598654072401, 2, 1919, 1, 500
74.2655142857143, 150, 4, 1.25, 0, 3.50433844400072, 2, 1919, 1, 500
73.0312285714286, 150, 4, 0.25, 0, 8.64940115768116, 2, 1919, 1, 500
73.0312285714286, 150, 4, 0.5, 0, 6.33326070189116, 2, 1919, 1, 500
73.0312285714286, 150, 4, 0.75, 0, 4.99555009481138, 2, 1919, 1, 500
73.0312285714286, 150, 4, 1.0, 0, 4.12439570237968, 2, 1919, 1, 500
73.0312285714286, 150, 4, 1.25, 0, 3.5119589518893, 2, 1919, 1, 500
71.8312285714286, 150, 4, 0.25, 0, 9.04723464272309, 2, 1919, 1, 500
71.8312285714286, 150, 4, 0.5, 0, 6.76916580507543, 2, 1919, 1, 500
71.8312285714286, 150, 4, 0.75, 0, 5.40755764118473, 2, 1919, 1, 500
71.8312285714286, 150, 4, 1.0, 0, 4.50198891438825, 2, 1919, 1, 500
71.8312285714286, 150, 4, 1.25, 0, 3.85621372605504, 2, 1919, 1, 500
71.8312285714286, 150, 4, 1.5, 0, 3.37246056730408, 2, 1919, 1, 500
71.7198, 150, 4, 0.25, 0, 9.06219742104965, 2, 1919, 1, 500
71.7198, 150, 4, 0.5, 0, 6.78593211644336, 2, 1919, 1, 500
71.7198, 150, 4, 0.75, 0, 5.42361500081516, 2, 1919, 1, 500
71.7198, 150, 4, 1.0, 0, 4.51683326970334, 2, 1919, 1, 500
71.7198, 150, 4, 1.25, 0, 3.86983086765985, 2, 1919, 1, 500
71.7198, 150, 4, 1.5, 0, 3.3849607002033, 2, 1919, 1, 500
70.7169428571429, 150, 4, 0.25, 0, 9.07882119072523, 2, 1919, 1, 500
70.7169428571429, 150, 4, 0.5, 0, 6.80459196547803, 2, 1919, 1, 500
70.7169428571429, 150, 4, 0.75, 0, 5.44150439458162, 2, 1919, 1, 500
70.7169428571429, 150, 4, 1.0, 0, 4.53338269683381, 2, 1919, 1, 500
70.7169428571429, 150, 4, 1.25, 0, 3.88501960720833, 2, 1919, 1, 500
70.7169428571429, 150, 4, 1.5, 0, 3.39890866707548, 2, 1919, 1, 500
68.6883714285714, 150, 4, 0.25, 0, 9.10738419120736, 2, 1919, 1, 500
68.6883714285714, 150, 4, 0.5, 0, 6.83673311591437, 2, 1919, 1, 500
68.6883714285714, 150, 4, 0.75, 0, 5.47236439692753, 2, 1919, 1, 500
68.6883714285714, 150, 4, 1.0, 0, 4.56195955714235, 2, 1919, 1, 500
68.6883714285714, 150, 4, 1.25, 0, 3.91126549227816, 2, 1919, 1, 500
68.6883714285714, 150, 4, 1.5, 0, 3.4230233364616, 2, 1919, 1, 500
68.6083714285714, 150, 4, 0.25, 0, 9.1176675703831, 2, 1919, 1, 500
68.6083714285714, 150, 4, 0.5, 0, 6.84832947639222, 2, 1919, 1, 500
68.6083714285714, 150, 4, 0.75, 0, 5.48351282317842, 2, 1919, 1, 500
68.6083714285714, 150, 4, 1.0, 0, 4.57229201922758, 2, 1919, 1, 500
68.6083714285714, 150, 4, 1.25, 0, 3.92076095435522, 2, 1919, 1, 500
68.6083714285714, 150, 4, 1.5, 0, 3.43175175198076, 2, 1919, 1, 500
67.8883714285714, 150, 4, 0.25, 0, 9.13123376556318, 2, 1919, 1, 500
67.8883714285714, 150, 4, 0.5, 0, 6.86364791447241, 2, 1919, 1, 500
67.8883714285714, 150, 4, 0.75, 0, 5.49825119611509, 2, 1919, 1, 500
67.8883714285714, 150, 4, 1.0, 0, 4.58595888578669, 2, 1919, 1, 500
67.8883714285714, 150, 4, 1.25, 0, 3.933325451074, 2, 1919, 1, 500
67.8883714285714, 150, 4, 1.5, 0, 3.44330455577887, 2, 1919, 1, 500
86.1396, 150, 4, 0.25, 0, 7.67410453363713, 2, 1919, 1, 500
86.1396, 150, 4, 0.5, 0, 5.33950172914043, 2, 1919, 1, 500
86.1396, 150, 4, 0.75, 0, 4.09402463701171, 2, 1919, 1, 500
86.1396, 150, 4, 1.0, 0, 3.3196844244754, 2, 1919, 1, 500
85.9081714285714, 150, 4, 0.25, 0, 7.68679248908864, 2, 1919, 1, 500
85.9081714285714, 150, 4, 0.5, 0, 5.35179447580129, 2, 1919, 1, 500
85.9081714285714, 150, 4, 0.75, 0, 4.10486864298174, 2, 1919, 1, 500
85.9081714285714, 150, 4, 1.0, 0, 3.32919297984174, 2, 1919, 1, 500
83.8253142857143, 150, 4, 0.25, 0, 7.69411672570451, 2, 1919, 1, 500
83.8253142857143, 150, 4, 0.5, 0, 5.35889782782818, 2, 1919, 1, 500
83.8253142857143, 150, 4, 0.75, 0, 4.11113826039387, 2, 1919, 1, 500
83.8253142857143, 150, 4, 1.0, 0, 3.33469235279616, 2, 1919, 1, 500
82.7110285714286, 150, 4, 0.25, 0, 8.16717824963758, 2, 1919, 1, 500
82.7110285714286, 150, 4, 0.5, 0, 5.82922858487149, 2, 1919, 1, 500
82.7110285714286, 150, 4, 0.75, 0, 4.53191520355043, 2, 1919, 1, 500
82.7110285714286, 150, 4, 1.0, 0, 3.70692683409031, 2, 1919, 1, 500
82.7110285714286, 150, 4, 1.25, 0, 3.13604265018004, 2, 1919, 1, 500
82.5138857142857, 150, 4, 0.25, 0, 8.17675416929288, 2, 1919, 1, 500
82.5138857142857, 150, 4, 0.5, 0, 5.83898985475513, 2, 1919, 1, 500
82.5138857142857, 150, 4, 0.75, 0, 4.54076757891948, 2, 1919, 1, 500
82.5138857142857, 150, 4, 1.0, 0, 3.71482524842894, 2, 1919, 1, 500
82.5138857142857, 150, 4, 1.25, 0, 3.14310971417346, 2, 1919, 1, 500
80.7396, 150, 4, 0.25, 0, 8.1841691375469, 2, 1919, 1, 500
80.7396, 150, 4, 0.5, 0, 5.84655507402678, 2, 1919, 1, 500
80.7396, 150, 4, 0.75, 0, 4.54763177338285, 2, 1919, 1, 500
80.7396, 150, 4, 1.0, 0, 3.72095165996526, 2, 1919, 1, 500
80.7396, 150, 4, 1.25, 0, 3.14859248076758, 2, 1919, 1, 500
76.7110285714286, 150, 4, 0.25, 0, 8.60364615354282, 2, 1919, 1, 500
76.7110285714286, 150, 4, 0.5, 0, 6.28431826929875, 2, 1919, 1, 500
76.7110285714286, 150, 4, 0.75, 0, 4.94993858982437, 2, 1919, 1, 500
76.7110285714286, 150, 4, 1.0, 0, 4.08297975862785, 2, 1919, 1, 500
76.7110285714286, 150, 4, 1.25, 0, 3.47444653152517, 2, 1919, 1, 500
76.5738857142857, 150, 4, 0.25, 0, 8.61185596260814, 2, 1919, 1, 500
76.5738857142857, 150, 4, 0.5, 0, 6.29308232924957, 2, 1919, 1, 500
76.5738857142857, 150, 4, 0.75, 0, 4.95809670472498, 2, 1919, 1, 500
76.5738857142857, 150, 4, 1.0, 0, 4.09038185662433, 2, 1919, 1, 500
76.5738857142857, 150, 4, 1.25, 0, 3.48114741105202, 2, 1919, 1, 500
75.3396, 150, 4, 0.25, 0, 8.62105019272922, 2, 1919, 1, 500
75.3396, 150, 4, 0.5, 0, 6.30290642772648, 2, 1919, 1, 500
75.3396, 150, 4, 0.75, 0, 4.96724647935318, 2, 1919, 1, 500
75.3396, 150, 4, 1.0, 0, 4.09868661490936, 2, 1919, 1, 500
75.3396, 150, 4, 1.25, 0, 3.48866728237491, 2, 1919, 1, 500
74.1396, 150, 4, 0.25, 0, 9.01622034139811, 2, 1919, 1, 500
74.1396, 150, 4, 0.5, 0, 6.7345007269653, 2, 1919, 1, 500
74.1396, 150, 4, 0.75, 0, 5.37440831523336, 2, 1919, 1, 500
74.1396, 150, 4, 1.0, 0, 4.47137442065094, 2, 1919, 1, 500
74.1396, 150, 4, 1.25, 0, 3.82815023438875, 2, 1919, 1, 500
74.1396, 150, 4, 1.5, 0, 3.34671288052175, 2, 1919, 1, 500
74.0281714285714, 150, 4, 0.25, 0, 9.03108062524106, 2, 1919, 1, 500
74.0281714285714, 150, 4, 0.5, 0, 6.75109554608527, 2, 1919, 1, 500
74.0281714285714, 150, 4, 0.75, 0, 5.39026912041556, 2, 1919, 1, 500
74.0281714285714, 150, 4, 1.0, 0, 4.48601724446391, 2, 1919, 1, 500
74.0281714285714, 150, 4, 1.25, 0, 3.84156955556127, 2, 1919, 1, 500
74.0281714285714, 150, 4, 1.5, 0, 3.35902252444539, 2, 1919, 1, 500
73.0253142857143, 150, 4, 0.25, 0, 9.04759032511008, 2, 1919, 1, 500
73.0253142857143, 150, 4, 0.5, 0, 6.76956404007582, 2, 1919, 1, 500
73.0253142857143, 150, 4, 0.75, 0, 5.40793885423802, 2, 1919, 1, 500
73.0253142857143, 150, 4, 1.0, 0, 4.50234121743307, 2, 1919, 1, 500
73.0253142857143, 150, 4, 1.25, 0, 3.85653682992673, 2, 1919, 1, 500
73.0253142857143, 150, 4, 1.5, 0, 3.37275711651752, 2, 1919, 1, 500
70.9967428571428, 150, 4, 0.25, 0, 9.07595684490567, 2, 1919, 1, 500
70.9967428571428, 150, 4, 0.5, 0, 6.80137436343387, 2, 1919, 1, 500
70.9967428571428, 150, 4, 0.75, 0, 5.43841824900089, 2, 1919, 1, 500
70.9967428571428, 150, 4, 1.0, 0, 4.5305268517315, 2, 1919, 1, 500
70.9967428571428, 150, 4, 1.25, 0, 3.88239800472474, 2, 1919, 1, 500
70.9967428571428, 150, 4, 1.5, 0, 3.3965008358829, 2, 1919, 1, 500
70.9167428571429, 150, 4, 0.25, 0, 9.08616933590919, 2, 1919, 1, 500
70.9167428571429, 150, 4, 0.5, 0, 6.8128509834837, 2, 1919, 1, 500
70.9167428571429, 150, 4, 0.75, 0, 5.44942865335535, 2, 1919, 1, 500
70.9167428571429, 150, 4, 1.0, 0, 4.54071726034743, 2, 1919, 1, 500
70.9167428571429, 150, 4, 1.25, 0, 3.89175365199383, 2, 1919, 1, 500
70.9167428571429, 150, 4, 1.5, 0, 3.40509434543547, 2, 1919, 1, 500
70.1967428571429, 150, 4, 0.25, 0, 9.09964189117641, 2, 1919, 1, 500
70.1967428571429, 150, 4, 0.5, 0, 6.82801093944895, 2, 1919, 1, 500
70.1967428571429, 150, 4, 0.75, 0, 5.46398413232989, 2, 1919, 1, 500
70.1967428571429, 150, 4, 1.0, 0, 4.55419574258601, 2, 1919, 1, 500
70.1967428571429, 150, 4, 1.25, 0, 3.90413262896274, 2, 1919, 1, 500
70.1967428571429, 150, 4, 1.5, 0, 3.41646806751348, 2, 1919, 1, 500
77.9868285714285, 150, 4, 0.25, 0, 7.81084549845399, 2, 1919, 1, 500
77.9868285714285, 150, 4, 0.5, 0, 5.47282789813113, 2, 1919, 1, 500
77.9868285714285, 150, 4, 0.75, 0, 4.21203958865923, 2, 1919, 1, 500
77.9868285714285, 150, 4, 1.0, 0, 3.42338604668602, 2, 1919, 1, 500
77.7554, 150, 4, 0.25, 0, 7.82399003000128, 2, 1919, 1, 500
77.7554, 150, 4, 0.5, 0, 5.48574294592233, 2, 1919, 1, 500
77.7554, 150, 4, 0.75, 0, 4.22351866367869, 2, 1919, 1, 500
77.7554, 150, 4, 1.0, 0, 3.43349884977789, 2, 1919, 1, 500
75.6725428571429, 150, 4, 0.25, 0, 7.83157818187582, 2, 1919, 1, 500
75.6725428571429, 150, 4, 0.5, 0, 5.49320657105217, 2, 1919, 1, 500
75.6725428571429, 150, 4, 0.75, 0, 4.2301562551736, 2, 1919, 1, 500
75.6725428571429, 150, 4, 1.0, 0, 3.43934852187856, 2, 1919, 1, 500
74.5582571428571, 150, 4, 0.25, 0, 8.32223289471533, 2, 1919, 1, 500
74.5582571428571, 150, 4, 0.5, 0, 5.98849780671268, 2, 1919, 1, 500
74.5582571428571, 150, 4, 0.75, 0, 4.67697289610689, 2, 1919, 1, 500
74.5582571428571, 150, 4, 1.0, 0, 3.83670613297475, 2, 1919, 1, 500
74.5582571428571, 150, 4, 1.25, 0, 3.25238193417992, 2, 1919, 1, 500
74.3611142857143, 150, 4, 0.25, 0, 8.33217608665463, 2, 1919, 1, 500
74.3611142857143, 150, 4, 0.5, 0, 5.99880023995201, 2, 1919, 1, 500
74.3611142857143, 150, 4, 0.75, 0, 4.68640162461923, 2, 1919, 1, 500
74.3611142857143, 150, 4, 1.0, 0, 3.84516790566521, 2, 1919, 1, 500
74.3611142857143, 150, 4, 1.25, 0, 3.2599837000815, 2, 1919, 1, 500
72.5868285714286, 150, 4, 0.25, 0, 8.33987575074395, 2, 1919, 1, 500
72.5868285714286, 150, 4, 0.5, 0, 6.00678552235972, 2, 1919, 1, 500
